Wafer_ID,Lot_ID,Factory,Shift,Process_Mode,Product_Type,Material_Supplier,Chamber_ID,Temperature,Chamber_Pressure,Gas_Flow,Etch_Rate,Chamber_Humidity,Particle_Count,Thickness_Uniformity,Voltage_Stability,Cycle_Time,Defect
WAFER-00184,LOT-021,B,Day,Normal,Standard,S1,CH-02,479.43,2.239,114.32,1.738,46.28,14.9,0.9044,0.9781,28.37,0
WAFER-00185,LOT-003,C,Day,High_Speed,Advanced,S1,CH-03,478.25,2.746,107.39,1.427,39.56,20.0,0.9385,0.9687,34.05,0
WAFER-00186,LOT-021,A,Day,Normal,Premium,S1,CH-03,459.57,2.553,123.3,1.701,34.17,27.1,0.8787,0.9699,32.01,0
WAFER-00187,LOT-004,A,Day,High_Speed,Standard,S2,CH-02,499.43,2.191,119.25,1.454,40.54,23.2,0.9136,0.9705,27.6,0
WAFER-00188,LOT-026,A,Day,High_Speed,Standard,S2,CH-03,484.76,2.362,130.62,1.575,32.38,33.9,0.9332,0.9671,32.08,0
WAFER-00189,LOT-001,C,Night,High_Speed,Advanced,S1,CH-04,484.19,,124.78,1.667,29.75,22.4,0.9512,,25.51,0
WAFER-00190,LOT-007,C,Day,High_Speed,Standard,S1,CH-03,487.22,3.03,141.64,1.504,44.77,19.3,0.9246,0.9682,24.34,0
WAFER-00191,LOT-033,B,Day,Normal,Standard,S1,CH-04,469.36,2.685,110.64,1.517,40.7,21.3,0.974,0.9801,33.89,0
WAFER-00192,LOT-001,C,Day,Normal,Advanced,S2,CH-03,458.99,2.448,115.42,1.397,40.92,23.1,0.9636,,34.93,0
WAFER-00193,LOT-006,A,Day,Normal,Advanced,S3,CH-03,473.54,2.346,120.18,1.517,35.39,21.6,0.9134,0.9607,29.69,0
WAFER-00194,LOT-024,A,Day,Normal,Advanced,S3,CH-04,480.14,2.474,105.37,1.49,40.32,21.7,0.9664,0.999,29.58,0
WAFER-00195,LOT-015,B,Night,High_Speed,Standard,S3,CH-01,497.48,2.65,113.83,1.531,37.19,28.8,0.9457,0.9694,26.14,0
WAFER-00196,LOT-022,B,Day,Normal,Advanced,S2,CH-01,476.54,2.559,108.29,1.461,36.5,14.0,0.9483,0.9797,30.58,0
WAFER-00197,LOT-037,B,Day,Normal,Advanced,S2,CH-03,472.42,2.788,113.29,1.524,31.06,15.9,0.9651,0.9841,23.48,0
WAFER-00198,LOT-016,B,Day,Normal,Premium,S1,CH-02,506.17,,131.48,1.768,39.61,14.5,0.9274,0.9694,29.98,0
WAFER-00199,LOT-035,C,Day,Normal,Standard,S1,CH-04,471.59,2.755,125.0,1.47,39.69,18.4,0.9082,0.9539,27.24,0
WAFER-00200,LOT-003,A,Night,Normal,Advanced,S1,CH-02,499.77,2.559,121.09,1.546,37.91,23.6,0.9126,0.9725,31.42,0
WAFER-00201,LOT-033,A,Day,Normal,Advanced,S1,CH-01,477.62,2.338,107.63,1.478,33.49,19.0,0.9106,0.9855,30.44,0
WAFER-00202,LOT-001,B,Day,Normal,Standard,S1,CH-04,487.56,2.128,120.76,1.603,45.19,13.8,0.9156,0.9599,33.04,0
WAFER-00203,LOT-008,A,Day,Normal,Premium,S1,CH-03,494.46,2.626,128.62,1.49,37.67,15.5,0.9408,0.9445,33.14,0
WAFER-00204,LOT-020,B,Day,Normal,Standard,S1,CH-02,482.99,3.024,99.82,1.56,34.32,13.3,0.9629,0.997,31.21,0
WAFER-00205,LOT-012,B,Night,Normal,Standard,S2,CH-03,478.89,2.147,127.25,1.374,42.43,14.8,0.9611,0.9806,31.94,0
WAFER-00206,LOT-012,C,Day,High_Speed,Premium,S3,CH-02,498.52,2.359,121.82,1.44,40.95,22.7,,0.9879,26.41,0
WAFER-00207,LOT-012,C,Night,High_Speed,Premium,S2,CH-03,495.22,2.433,121.91,1.55,32.52,24.9,,0.9684,26.01,0
WAFER-00208,LOT-027,C,Day,Normal,Standard,S3,CH-04,477.4,2.296,100.9,1.741,41.77,24.7,0.9313,0.9516,27.81,1
WAFER-00209,LOT-012,C,Day,Normal,Advanced,S2,CH-03,459.78,2.528,118.0,1.709,35.46,19.1,,0.9743,35.48,0
WAFER-00210,LOT-010,A,Night,Normal,Premium,S2,CH-02,482.97,2.537,113.96,1.385,,22.9,0.9096,0.9836,28.32,0
WAFER-00211,LOT-032,C,Day,High_Speed,Advanced,S2,CH-04,502.27,,109.59,1.596,46.24,20.2,0.9367,0.9796,24.22,0
WAFER-00212,LOT-021,A,Day,Normal,Standard,S1,CH-01,469.16,2.445,122.22,1.485,,20.5,0.9368,0.9685,32.29,0
WAFER-00213,LOT-003,C,Day,High_Speed,Standard,S1,CH-02,482.3,2.495,113.21,1.745,27.84,25.0,0.9644,0.9695,28.95,0
WAFER-00214,LOT-007,C,Day,Normal,Advanced,S3,CH-03,472.03,2.43,133.46,1.485,43.68,27.4,0.935,0.9667,31.29,1
WAFER-00215,LOT-022,B,Day,Normal,Standard,S1,CH-01,481.03,,124.91,1.596,27.29,77.5,0.9401,0.9559,28.52,1
WAFER-00216,LOT-040,B,Day,Normal,Premium,S2,CH-01,479.75,2.697,125.44,1.589,30.82,19.4,0.9468,0.9736,29.62,0
WAFER-00217,LOT-035,A,Day,Normal,Advanced,S2,CH-04,469.75,2.423,111.67,1.671,,23.9,0.9228,0.963,26.71,0
WAFER-00218,LOT-023,A,Day,Normal,Standard,S3,CH-03,482.06,2.439,124.34,1.447,32.04,23.0,0.9074,0.9825,32.57,0
WAFER-00219,LOT-014,B,Day,Normal,Standard,S1,CH-03,499.15,2.744,112.62,1.484,48.49,13.8,0.939,0.9568,27.25,0
WAFER-00220,LOT-002,C,Day,Normal,Advanced,S1,CH-01,476.58,2.345,106.84,1.486,29.71,16.9,0.9347,0.971,32.83,0
WAFER-00221,LOT-016,A,Day,High_Speed,Standard,S1,CH-04,506.88,2.4,107.73,1.636,37.8,21.6,0.9561,0.9537,33.54,0
WAFER-00222,LOT-009,A,Day,High_Speed,Standard,S2,CH-04,470.98,2.272,126.29,1.491,42.13,16.2,0.9766,0.9719,34.17,0
WAFER-00223,LOT-006,A,Night,Normal,Standard,S1,CH-01,495.98,2.36,120.42,1.353,36.57,21.0,0.9272,0.9705,22.78,0
WAFER-00224,LOT-018,B,Night,Normal,Advanced,S3,CH-01,484.94,2.1,121.88,1.575,40.16,17.2,0.8971,0.9532,31.43,0
WAFER-00225,LOT-033,A,Day,Normal,Standard,S1,CH-04,476.44,2.346,122.85,1.454,41.32,26.6,0.9858,0.9792,31.38,0
WAFER-00226,LOT-017,A,Night,Normal,Advanced,S1,CH-03,466.44,2.497,123.33,1.546,24.3,26.1,0.9048,0.9663,25.84,0
WAFER-00227,LOT-023,C,Day,High_Speed,Standard,S3,CH-04,469.75,2.387,119.04,1.629,39.68,23.1,0.9179,0.9698,30.68,0
WAFER-00228,LOT-023,B,Day,Normal,Premium,S1,CH-01,480.26,2.489,119.93,1.42,39.95,13.9,0.9069,0.9919,30.66,0
WAFER-00229,LOT-027,B,Night,Normal,Advanced,S1,CH-01,479.27,2.466,120.25,1.561,41.72,16.6,0.9462,0.9914,24.81,0
WAFER-00230,LOT-021,A,Night,Normal,Premium,S1,CH-02,478.46,2.319,111.07,1.681,34.39,17.9,0.9353,0.9757,30.53,0
WAFER-00231,LOT-031,B,Day,High_Speed,Standard,S3,CH-01,489.42,2.212,112.85,1.721,34.35,19.2,0.9346,0.9684,26.86,0
WAFER-00232,LOT-031,B,Day,Normal,Standard,S2,CH-01,498.78,2.333,116.68,1.514,35.96,22.7,0.9464,0.9609,35.63,0
WAFER-00233,LOT-021,C,Day,Normal,Advanced,S3,CH-01,487.16,2.752,113.7,1.504,,22.5,0.9259,0.9641,36.98,0
WAFER-00234,LOT-015,A,Night,Normal,Premium,S1,CH-02,470.79,2.63,122.35,1.609,40.09,22.9,0.9451,,28.0,0
WAFER-00235,LOT-028,A,Day,High_Speed,Standard,S3,CH-01,491.78,2.672,131.23,1.632,29.28,18.3,0.9044,0.9627,24.34,0
WAFER-00236,LOT-002,B,Night,High_Speed,Standard,S2,CH-03,486.19,1.527,120.01,1.404,46.7,22.5,0.9606,0.9911,31.07,0
WAFER-00237,LOT-026,A,Day,Normal,Standard,S1,CH-01,476.4,2.464,115.61,1.526,34.74,20.3,0.9506,0.9574,30.5,0
WAFER-00238,LOT-012,A,Night,Normal,Premium,S1,CH-01,501.84,2.738,128.55,1.571,42.35,13.2,0.9162,0.9757,31.37,0
WAFER-00239,LOT-012,B,Night,Normal,Premium,S1,CH-03,460.23,2.442,133.44,1.531,37.22,17.6,0.9096,0.9474,30.8,0
WAFER-00240,LOT-031,C,Day,High_Speed,Standard,S2,CH-02,485.9,1.589,,1.558,36.12,16.6,0.9105,0.9548,28.89,0
WAFER-00241,LOT-037,B,Day,High_Speed,Standard,S3,CH-02,508.52,2.521,112.32,1.457,46.67,23.7,0.9183,0.9822,26.95,0
WAFER-00242,LOT-033,A,Day,Normal,Standard,S3,CH-01,471.41,,132.35,1.554,41.57,18.8,0.9439,0.9812,30.27,0
WAFER-00243,LOT-022,B,Night,High_Speed,Advanced,S1,CH-04,494.07,2.425,110.65,1.615,40.46,24.1,0.9109,,27.52,0
WAFER-00244,LOT-001,B,Day,Normal,Standard,S1,CH-01,472.78,2.258,129.78,1.687,35.23,13.3,0.9754,0.9479,28.97,0
WAFER-00245,LOT-017,A,Night,High_Speed,Standard,S1,CH-01,506.59,2.671,119.39,1.684,,25.5,0.9526,0.9635,32.48,0
WAFER-00246,LOT-030,A,Day,High_Speed,Advanced,S1,CH-03,494.94,2.363,117.74,1.5,39.05,57.5,0.986,0.9627,29.8,1
WAFER-00247,LOT-004,C,Day,Normal,Standard,S1,CH-01,486.47,2.78,133.93,1.588,37.08,25.7,0.9331,0.9932,35.75,0
WAFER-00248,LOT-039,B,Day,Normal,Standard,S1,CH-03,506.78,2.499,126.0,1.501,35.3,12.9,0.9179,0.9633,32.5,0
WAFER-00249,LOT-024,B,Night,Normal,Standard,S1,CH-03,471.87,2.505,119.36,1.509,31.04,25.4,,0.9778,28.43,0
WAFER-00250,LOT-033,B,Night,Normal,Premium,S1,CH-01,498.02,2.754,124.83,1.402,39.42,18.6,0.9326,0.986,28.76,0
WAFER-00251,LOT-037,A,Day,Normal,Advanced,S3,CH-04,471.69,2.33,132.03,1.727,35.99,10.5,,0.9644,34.64,0
WAFER-00252,LOT-016,C,Night,Normal,Standard,S3,CH-03,487.49,2.731,118.58,1.606,35.51,15.8,0.927,0.9639,32.03,0
WAFER-00253,LOT-009,C,Day,Normal,Advanced,,CH-03,466.17,2.245,127.42,1.539,41.38,24.9,,0.9742,29.92,0
WAFER-00254,LOT-025,C,Night,High_Speed,Premium,S1,CH-04,503.75,2.731,137.88,1.456,47.57,26.0,0.9165,0.9595,29.92,0
WAFER-00255,LOT-026,C,Night,High_Speed,Standard,S2,CH-03,485.1,2.569,,1.664,38.92,30.2,0.9763,0.977,28.96,0
WAFER-00256,LOT-021,A,Day,High_Speed,Advanced,S2,CH-03,498.95,2.617,104.16,1.683,33.53,12.9,0.9734,0.98,28.28,0
WAFER-00257,LOT-027,A,Night,Normal,Advanced,S3,CH-03,465.88,2.485,113.66,1.529,37.56,19.6,0.9306,,34.59,0
WAFER-00258,LOT-010,C,Night,Normal,Standard,S1,CH-03,479.42,2.325,117.1,1.442,31.67,25.0,0.9539,0.9655,35.06,0
WAFER-00259,LOT-030,C,Day,Normal,Standard,S1,CH-04,475.94,3.143,108.39,1.567,43.4,26.0,0.92,0.9761,24.54,0
WAFER-00260,LOT-013,A,Day,Normal,Standard,S1,CH-04,476.31,2.557,111.3,1.573,37.96,16.4,0.99,0.9738,26.49,0
WAFER-00261,LOT-036,A,Day,High_Speed,Advanced,S1,CH-04,518.24,2.475,129.81,1.401,28.33,20.6,0.9329,0.9767,26.5,0
WAFER-00262,LOT-037,B,Night,Normal,Advanced,S1,CH-01,489.89,2.453,112.6,1.551,31.81,17.4,0.9157,0.968,31.02,0
WAFER-00263,LOT-010,A,Day,Normal,Advanced,S1,CH-01,489.05,2.477,123.84,1.541,34.01,15.4,0.9261,0.9754,34.15,0
WAFER-00264,LOT-025,B,Day,Normal,Standard,S3,CH-02,460.67,2.872,116.1,1.45,30.47,27.9,0.9277,0.9694,32.33,0
WAFER-00265,LOT-001,A,Day,Normal,Premium,S1,CH-02,498.65,2.388,130.12,1.531,33.68,27.2,0.9338,0.968,27.33,0
WAFER-00266,LOT-015,B,Day,Normal,Premium,S3,CH-01,489.29,2.494,122.59,1.587,36.9,19.0,0.9407,,30.82,0
WAFER-00267,LOT-030,B,Day,High_Speed,Standard,S2,CH-03,520.17,2.546,119.27,1.729,33.8,9.6,0.9318,0.9614,35.88,0
WAFER-00268,LOT-014,B,Day,Normal,Standard,S1,CH-02,471.57,2.909,128.28,1.64,38.68,14.4,0.952,0.9643,30.83,0
WAFER-00269,LOT-032,C,Day,Normal,Advanced,S1,CH-01,479.4,2.708,131.48,1.558,50.49,16.8,0.9398,0.9827,32.68,0
WAFER-00270,LOT-036,A,Night,Normal,Premium,S3,CH-03,486.62,2.398,116.28,1.568,35.75,18.0,0.936,0.9624,34.65,0
WAFER-00271,LOT-015,C,Day,High_Speed,Premium,S2,CH-02,484.23,2.953,133.37,1.769,39.5,19.9,0.9336,0.9649,31.27,1
WAFER-00272,LOT-027,A,Day,Normal,Advanced,S2,CH-04,467.02,2.373,107.68,1.58,33.52,25.9,0.9447,0.9772,29.76,0
WAFER-00273,LOT-034,B,Day,Normal,Standard,,CH-03,491.87,2.288,116.17,1.597,41.84,25.2,0.9239,0.973,29.8,1
WAFER-00274,LOT-016,C,Day,Normal,Standard,S3,CH-01,482.08,2.383,121.19,1.607,27.1,15.5,0.928,0.9675,35.6,0
WAFER-00275,LOT-002,B,Day,Normal,Standard,S2,CH-01,496.27,2.788,109.28,1.584,30.36,14.6,0.9694,0.9502,30.61,0
WAFER-00276,LOT-006,C,Day,High_Speed,Advanced,S2,CH-01,492.12,2.563,121.65,1.514,28.46,22.2,0.9316,0.9767,28.14,0
WAFER-00277,LOT-015,B,Day,High_Speed,Standard,S2,CH-02,498.59,2.333,111.39,1.652,39.96,15.1,0.9346,0.9768,33.16,0
WAFER-00278,LOT-011,B,Day,Normal,Standard,S1,CH-01,496.18,2.282,116.54,1.572,32.18,13.1,0.9734,0.9623,28.15,0
WAFER-00279,LOT-010,A,Night,Normal,Advanced,S3,CH-02,484.98,2.524,108.03,1.533,34.83,16.7,0.9536,0.9827,34.22,0
WAFER-00280,LOT-007,B,Day,,Advanced,S3,CH-03,464.43,2.154,117.63,1.634,30.1,12.5,0.9221,0.9764,29.29,0
WAFER-00281,LOT-013,C,Day,Normal,Advanced,S2,CH-02,489.56,2.751,122.88,1.589,41.05,15.2,0.9509,0.9719,31.67,0
WAFER-00282,LOT-028,A,Day,High_Speed,Standard,S1,CH-01,493.9,2.501,122.54,1.474,36.96,18.5,0.9114,0.9769,35.13,0
WAFER-00283,LOT-037,A,Day,Normal,Advanced,S1,CH-04,498.52,2.291,115.63,1.614,36.03,15.7,0.941,0.9678,30.96,0
WAFER-00284,LOT-002,A,Night,High_Speed,Advanced,S1,CH-02,492.74,2.418,115.69,1.296,31.14,20.6,0.9386,0.9707,23.72,0
WAFER-00285,LOT-021,B,Night,Normal,Standard,S3,CH-02,466.53,2.384,112.23,1.618,35.81,24.4,0.9327,0.9922,29.49,0
WAFER-00286,LOT-020,C,Day,High_Speed,Advanced,S1,CH-01,491.42,2.546,114.88,1.594,36.32,20.6,0.8795,0.9765,30.81,0
WAFER-00287,LOT-017,A,Night,Normal,Advanced,S2,CH-02,496.4,2.525,113.08,1.49,38.95,17.5,0.9443,0.9697,27.92,0
WAFER-00288,LOT-025,A,Day,Normal,Standard,S1,CH-02,469.74,2.391,117.84,1.5,38.62,20.9,0.9429,0.9643,31.39,0
WAFER-00289,LOT-030,C,Day,High_Speed,Standard,S1,CH-01,492.04,2.168,128.45,1.423,35.89,28.3,0.9521,0.9583,26.24,0
WAFER-00290,LOT-030,A,Day,High_Speed,Advanced,S2,CH-02,481.45,2.569,118.44,1.433,37.12,50.8,0.9355,0.9778,31.51,0
WAFER-00291,LOT-038,A,Day,Normal,Advanced,S1,CH-02,473.47,2.528,122.89,1.7,46.05,17.5,0.9601,0.9864,76.39,0
WAFER-00292,LOT-015,C,Night,Normal,Standard,S3,CH-04,462.69,2.655,114.18,1.583,26.1,24.2,0.906,0.9957,26.17,1
WAFER-00293,LOT-013,C,Day,Normal,Standard,S1,CH-03,485.42,2.69,122.33,1.444,49.4,17.8,0.9392,0.975,30.98,0
WAFER-00294,LOT-029,A,Day,Normal,Advanced,S3,CH-01,450.71,2.12,122.44,1.38,34.58,23.0,0.9564,0.9551,28.48,0
WAFER-00295,LOT-035,B,Night,High_Speed,Standard,S2,CH-04,485.02,2.429,121.37,1.6,27.64,22.2,0.9363,0.9744,27.04,0
WAFER-00296,LOT-028,C,Day,Normal,Standard,S2,CH-01,486.95,2.421,110.63,1.572,40.53,16.1,0.9385,0.977,29.86,0
WAFER-00297,LOT-033,B,Day,Normal,Premium,S1,CH-01,472.95,2.651,117.89,1.539,42.47,7.9,0.89,0.9571,35.31,0
WAFER-00298,LOT-021,A,Night,High_Speed,Premium,S2,CH-03,486.86,2.331,128.0,1.587,48.77,21.2,0.9462,0.9753,27.59,0
WAFER-00299,LOT-003,B,Day,Normal,Advanced,S1,CH-02,480.77,2.31,122.64,1.559,33.67,19.0,0.9282,0.9706,30.22,0
WAFER-00300,LOT-036,A,Day,Normal,Premium,S3,CH-01,472.18,2.5,110.68,1.59,43.96,16.5,0.9584,,31.75,0
WAFER-00301,LOT-024,B,Night,Normal,Advanced,S2,CH-02,486.66,2.337,117.63,1.56,44.14,16.5,0.9319,0.9873,26.2,0
WAFER-00302,LOT-006,B,Night,Normal,Premium,S3,CH-03,476.2,2.504,122.29,1.406,31.97,19.0,0.9449,0.9702,29.16,0
WAFER-00303,LOT-021,B,Day,High_Speed,Standard,S2,CH-04,499.85,2.392,114.11,1.565,33.48,12.5,0.9441,0.9742,23.19,0
WAFER-00304,LOT-003,A,Day,Normal,Standard,S2,CH-04,471.71,2.686,122.59,1.57,43.53,19.3,0.974,0.9695,28.98,0
WAFER-00305,LOT-039,B,Night,Normal,Standard,S1,CH-01,476.42,2.797,123.79,1.403,43.54,17.3,0.9355,0.9604,25.77,0
WAFER-00306,LOT-037,A,Day,High_Speed,Advanced,S1,CH-03,477.81,2.0,,1.563,43.04,14.9,0.8775,0.9499,29.57,1
WAFER-00307,LOT-022,B,Day,Normal,Standard,S3,CH-02,471.03,,115.02,1.377,48.16,18.5,0.9188,0.9672,35.11,0
WAFER-00308,LOT-011,B,Day,Normal,Advanced,S2,CH-02,468.04,2.206,118.09,1.613,45.18,12.2,,0.9821,30.19,0
WAFER-00309,LOT-009,B,Day,Normal,Standard,S2,CH-02,461.84,2.54,115.0,1.575,39.89,10.1,0.9087,0.9864,35.07,0
WAFER-00310,LOT-012,B,Night,High_Speed,Standard,S2,CH-01,486.09,2.927,96.58,1.525,40.71,11.2,0.9352,0.9752,23.62,0
WAFER-00311,LOT-028,C,Day,Normal,Standard,S2,CH-04,478.21,2.502,115.7,1.522,32.07,21.0,0.9477,0.9352,40.14,0
WAFER-00312,LOT-022,B,Night,High_Speed,Standard,S1,CH-02,477.55,2.402,117.02,1.552,39.37,14.6,0.9233,0.9767,32.85,1
WAFER-00313,LOT-002,C,Night,Normal,Advanced,S1,CH-02,474.37,2.436,122.59,1.529,35.13,30.1,0.9547,0.9707,34.19,0
WAFER-00314,LOT-008,B,Night,Normal,Advanced,S3,CH-03,475.39,2.441,111.81,1.494,27.79,24.5,0.9418,0.9621,32.54,0
WAFER-00315,LOT-040,B,Day,High_Speed,Standard,S1,CH-01,494.59,2.686,121.36,1.448,38.78,13.4,0.9633,0.967,27.13,0
WAFER-00316,LOT-038,C,Day,Normal,Standard,S2,CH-03,466.28,2.702,114.36,1.632,33.39,19.8,0.9188,0.9638,31.19,0
WAFER-00317,LOT-027,A,Night,Normal,Premium,S1,CH-03,486.69,2.74,128.63,1.58,36.52,21.7,0.9674,0.9461,30.28,0
WAFER-00318,LOT-023,A,Day,Normal,Advanced,S1,CH-01,482.88,2.487,107.93,1.566,45.33,16.8,0.9537,0.9537,25.48,0
WAFER-00319,LOT-009,C,Night,High_Speed,Standard,S1,CH-02,478.95,2.478,112.48,1.613,30.59,17.1,0.9165,0.9657,23.94,0
WAFER-00320,LOT-037,A,Day,Normal,Standard,S3,CH-03,476.09,2.175,107.63,1.683,32.68,18.7,0.957,0.9769,26.83,0
WAFER-00321,LOT-011,B,Night,Normal,Premium,S2,CH-04,477.6,2.662,117.49,1.458,38.97,16.4,0.9014,0.9633,26.37,0
WAFER-00322,LOT-026,B,Day,High_Speed,Standard,S1,CH-02,485.65,2.459,,1.521,36.2,11.3,0.9232,0.9675,25.87,0
WAFER-00323,LOT-027,C,Night,Normal,Advanced,S2,CH-03,481.82,2.238,115.73,1.653,40.37,17.1,0.9541,0.9661,34.37,0
WAFER-00324,LOT-027,B,Night,Normal,Standard,S3,CH-04,481.72,2.213,121.47,1.563,33.53,16.8,0.9212,0.9692,20.55,0
WAFER-00325,LOT-015,A,Night,Normal,Advanced,,CH-04,492.28,2.518,123.31,1.497,35.88,20.7,0.9024,0.9664,32.55,0
WAFER-00326,LOT-021,B,Day,High_Speed,Premium,S2,CH-03,473.68,2.478,127.69,1.621,42.08,21.3,0.8998,0.9667,26.85,1
WAFER-00327,LOT-032,A,Night,Normal,Standard,S1,CH-02,473.35,2.455,126.94,1.479,35.5,19.0,0.9346,0.9821,29.63,0
WAFER-00328,LOT-039,C,Day,Normal,Standard,S2,CH-02,497.05,2.561,115.15,1.47,37.88,23.7,0.9494,0.9824,26.1,0
WAFER-00329,LOT-028,C,Night,Normal,Advanced,S1,CH-04,465.46,2.441,,1.386,40.38,16.1,,,34.42,0
WAFER-00330,LOT-029,B,Day,High_Speed,Standard,S1,CH-03,495.86,2.49,111.79,1.517,41.71,15.1,0.9097,0.9553,28.49,0
WAFER-00331,LOT-037,A,Day,Normal,Standard,S3,CH-01,473.82,2.204,,1.602,37.45,15.7,0.9039,0.9424,34.84,0
WAFER-00332,LOT-029,B,Day,Normal,Premium,S2,CH-04,472.51,2.566,131.8,1.603,27.17,17.0,0.9554,0.9679,37.82,0
WAFER-00333,LOT-020,A,Day,Normal,Advanced,S1,CH-01,446.4,2.583,131.75,1.62,33.48,21.5,0.9431,,31.16,0
WAFER-00334,LOT-007,C,Day,Normal,Advanced,S1,CH-02,507.56,2.54,125.48,1.389,35.19,16.9,0.9338,0.9778,31.04,0
WAFER-00335,LOT-008,A,Night,High_Speed,Advanced,S2,CH-03,501.29,,117.5,1.289,29.31,22.0,0.9362,0.9695,33.05,0
WAFER-00336,LOT-035,B,Day,Normal,Standard,S1,CH-02,469.14,2.294,128.32,1.589,37.52,13.8,0.9392,0.9615,27.67,0
WAFER-00337,LOT-020,B,Day,High_Speed,Premium,S3,CH-02,484.17,2.423,106.59,1.64,38.01,14.5,0.9327,0.9615,24.32,1
WAFER-00338,LOT-016,A,Day,Normal,Advanced,S1,CH-04,471.39,2.324,119.3,1.696,38.41,15.9,0.9644,0.9524,28.6,0
WAFER-00339,LOT-009,C,Day,Normal,Advanced,S1,CH-04,472.08,2.297,115.74,1.495,33.54,18.6,0.9212,0.9779,31.28,0
WAFER-00340,LOT-011,C,Day,Normal,Standard,S1,CH-02,482.48,2.533,102.49,1.433,33.53,24.1,0.9473,0.9658,31.47,0
WAFER-00341,LOT-028,A,Day,Normal,Standard,S1,CH-02,503.22,2.444,113.93,1.595,35.89,13.3,0.9188,0.9655,33.03,0
WAFER-00342,LOT-030,C,Day,Normal,Advanced,S1,CH-01,489.81,2.86,121.13,1.67,34.82,21.5,0.9312,0.9706,36.06,0
WAFER-00343,LOT-002,A,Night,High_Speed,Standard,S1,CH-03,487.45,2.718,118.07,1.429,31.39,19.4,0.9124,0.9744,27.5,0
WAFER-00344,LOT-020,A,Day,Normal,Advanced,S2,CH-01,453.89,2.558,121.45,1.707,38.79,21.7,0.9134,0.9446,32.92,0
WAFER-00345,LOT-026,C,Day,High_Speed,Premium,S1,CH-01,495.53,2.415,124.3,1.521,38.06,21.4,0.9481,,30.13,0
WAFER-00346,LOT-021,A,Night,Normal,Standard,S1,CH-03,467.61,2.441,119.73,1.389,31.4,20.6,0.9581,0.992,33.76,0
WAFER-00347,LOT-024,C,Day,Normal,Premium,S1,CH-03,481.58,2.386,103.22,1.567,32.56,13.2,0.9174,0.9874,31.35,0
WAFER-00348,LOT-026,B,Day,High_Speed,Standard,S1,CH-03,479.86,2.5,125.58,1.475,39.54,13.9,0.8988,0.9662,27.41,0
WAFER-00349,LOT-012,C,Day,High_Speed,Standard,S1,CH-03,475.98,2.319,119.95,1.621,37.25,21.0,0.9429,0.9584,29.46,0
WAFER-00350,LOT-015,C,Night,Normal,Premium,S1,CH-01,489.5,2.66,117.33,1.454,39.29,21.5,0.9388,0.974,31.42,0
WAFER-00351,LOT-005,A,Day,High_Speed,Advanced,S2,CH-02,501.34,2.606,99.8,1.564,37.69,11.8,0.9825,0.9681,26.79,0
WAFER-00352,LOT-030,A,Night,Normal,Standard,S2,CH-02,473.06,2.303,121.84,1.525,34.81,17.9,0.921,0.9835,36.09,0
WAFER-00353,LOT-024,B,Day,High_Speed,Standard,S1,CH-02,477.23,2.371,126.98,1.691,39.55,18.4,0.9295,0.9795,28.36,0
WAFER-00354,LOT-035,A,Night,Normal,Premium,S2,CH-03,485.48,,105.22,1.581,33.98,16.0,0.9062,0.9646,31.31,0
WAFER-00355,LOT-037,B,Day,Normal,Advanced,S2,CH-01,463.77,2.758,119.82,1.481,41.23,11.2,0.9432,0.97,31.73,0
WAFER-00356,LOT-035,C,Day,Normal,Standard,S1,CH-01,490.02,2.32,124.04,1.481,36.42,30.7,0.9374,0.9765,26.81,0
WAFER-00357,LOT-034,A,Night,High_Speed,Standard,S2,CH-01,479.54,2.47,116.55,1.493,28.38,16.1,0.9332,0.9794,30.21,0
WAFER-00358,LOT-014,B,Day,High_Speed,Standard,,CH-04,490.34,2.116,117.45,1.786,27.62,21.4,0.9445,0.9769,28.15,0
WAFER-00359,LOT-028,B,Night,High_Speed,Premium,S1,CH-02,482.21,2.388,111.58,1.644,34.07,25.4,0.919,0.9788,25.88,1
WAFER-00360,LOT-033,B,Day,Normal,Premium,S1,CH-03,477.74,1.999,124.8,1.598,30.91,21.0,0.9357,0.9764,29.62,0
WAFER-00361,LOT-001,B,Day,Normal,Premium,S2,CH-01,467.27,2.376,119.57,1.514,41.38,13.4,0.9358,0.9682,32.16,0
WAFER-00362,LOT-039,C,Day,Normal,Standard,S2,CH-01,466.21,2.422,121.88,1.662,30.44,22.2,0.9895,0.9803,33.81,0
WAFER-00363,LOT-006,A,Day,,Standard,S1,CH-02,498.44,2.343,129.11,1.487,34.28,19.1,0.8973,0.9765,30.07,0
WAFER-00364,LOT-014,A,Day,Normal,Standard,S2,CH-02,483.82,2.277,,1.429,38.89,14.3,0.9462,0.9615,26.91,0
WAFER-00365,LOT-035,C,Day,Normal,Advanced,S2,CH-01,474.2,2.565,125.31,1.464,46.04,22.8,0.9685,0.9665,31.68,0
WAFER-00366,LOT-008,C,Day,Normal,Advanced,S1,CH-02,482.96,2.598,133.86,1.529,40.04,16.2,0.9398,0.9667,30.79,0
WAFER-00367,LOT-023,A,Night,High_Speed,Standard,S1,CH-03,496.86,2.44,121.05,1.624,49.05,18.5,0.9437,0.9886,36.39,0
